dateTime,tempMax,dew,earthSkin,precipitation,pressure,relativeHumidity,specificHumidity,temp,tempMin,tempRange,wetBulb,windSpeed2,windSpeed10,windSpeed10Max,windSpeed10Min,windSpeed10Range,windSpeed50,windSpeed50Max,windSpeed50Min,windSpeed50Range,windDirection10,windDirection50
30/04/91,44.9,4.33,36.75,0,98.47,15.06,5.25,35.74,25.34,-253.59,20.04,4.81,6.8,11.67,3.31,8.36,10.3,14.22,5.16,9.06,309.19,309.56
01/05/91,46.22,3.43,38.08,0,98.44,13.5,4.88,36.88,27.05,-253.99,20.15,3.43,5.01,7.8,2.88,4.93,7.74,10.16,4.34,5.84,303.25,303.56
02/05/91,45.22,4.49,38.49,0,98.5,14.12,5.43,36.63,27.36,-255.29,20.56,2.57,3.77,5.38,2.63,2.75,5.88,10.27,3.8,6.47,266.19,266.31
03/05/91,44.65,3.3,37.44,0,98.75,14.56,5.07,36.52,29.17,-257.67,19.91,2.84,3.92,5.88,1.34,4.55,5.52,8.47,1.91,6.56,239.25,239.69
04/05/91,45.56,3.44,37.18,0,98.89,14.44,4.94,36.03,26.92,-254.51,19.74,1.76,2.67,4.43,1.58,2.85,3.78,5.37,2.24,3.12,219.69,220.12
05/05/91,45.67,3.54,38.69,0,98.77,13.62,5.07,37.11,28.73,-256.21,20.32,2.67,3.91,5.73,2.1,3.63,5.85,10.31,3.35,6.97,305.06,304.75
06/05/91,45.28,4.01,38.26,0,98.67,13.69,5.25,36.94,27.61,-255.48,20.48,4.68,6.49,9.09,3.84,5.24,9.54,11.01,6.48,4.52,298.25,298.81
07/05/91,44.83,7.94,38.73,0,98.69,17.81,6.84,37.1,28.25,-256.57,22.52,4.02,5.55,7.57,3.64,3.93,8.25,9.26,6.12,3.14,290.88,291.44
08/05/91,44.77,7.87,38.15,0,98.78,18.75,6.9,36.95,30.14,-258.52,22.41,3.91,5.48,9.16,3.31,5.85,8.27,10.94,5.18,5.76,296,296.19
09/05/91,45.16,0.12,37.6,0,98.7,11.25,3.85,36.12,26.82,-254.81,18.12,3.37,4.81,6.77,2.82,3.95,7.18,8.6,4.85,3.74,287.75,288
10/05/91,44.1,0.77,37.4,0,98.84,11.62,4.09,35.39,26.2,-255.24,18.08,2.65,3.92,6.07,2.73,3.34,5.91,7.23,3.2,4.03,297.25,297.38
11/05/91,43.37,-0.52,36.79,0,99.07,10.81,3.72,35.01,27.66,-257.44,17.24,2.35,3.49,5.73,1.92,3.82,5.05,8.81,2.17,6.64,302,301.38
12/05/91,42.51,-5,35.42,0,99.22,8.12,2.56,33.77,24.97,-255.6,14.39,3.37,4.82,6.57,3.4,3.16,7.38,9.42,4.34,5.08,300.56,300.75
13/05/91,45.06,-2.13,36.47,0,99.02,9.56,3.23,35.23,24.62,-252.7,16.55,3.75,5.41,8.45,3.34,5.11,8.14,10.02,4.38,5.63,305.75,306.12
14/05/91,46.37,1.34,38.35,0,98.97,11.56,4.21,36.92,26.79,-253.57,19.13,3.59,5.13,8.46,2.99,5.47,7.87,9.99,3.49,6.5,309.81,310
15/05/91,46.49,0.55,38.92,0,98.95,10.62,3.97,37.11,27.76,-254.42,18.83,2.88,4.21,5.77,3.22,2.54,6.34,7.55,5.04,2.52,248.06,262.12
16/05/91,46.29,0.59,39.16,0,98.9,10.31,3.97,37.55,27.94,-254.8,19.08,2.13,3.1,5.58,1.09,4.49,4.27,6.43,1.21,5.22,268.94,268.69
17/05/91,45.99,1.67,38.66,0,98.85,11.62,4.33,36.86,28.64,-255.8,19.26,2.3,3.34,6.37,1.63,4.73,4.75,7.74,1.71,6.03,216.5,214.94
18/05/91,46.19,4.08,39.73,0,98.52,12.69,5.19,38.16,30.06,-257.02,21.12,2.18,3.05,5.26,1.2,4.06,3.99,6.12,1.37,4.76,240.31,239.62
19/05/91,46.19,5.84,41.34,0,98.7,14,5.8,38.86,29.7,-256.66,22.35,1.66,2.44,3.89,0.38,3.51,3.58,6.05,0.48,5.56,147.06,161
20/05/91,44.2,9.2,40.73,0,99.01,17.31,7.39,38.44,31.42,-260.37,23.83,1.95,2.63,5.98,0.66,5.33,3.62,7.33,0.85,6.48,160.5,160.75
21/05/91,45.32,10.58,40.92,0,99.03,19.25,8.06,38.62,31.11,-258.94,24.59,2.26,3.09,5.92,0.34,5.58,4.25,6.66,0.46,6.2,187.19,186.5
22/05/91,43.72,11,39.46,0,98.81,20.88,8.3,37.51,31.3,-260.74,24.25,2.45,3.45,5.48,1.33,4.14,4.59,6.12,1.92,4.2,228.31,228
23/05/91,45.31,7.01,39.48,0,98.51,16.44,6.35,37.7,29.31,-257.15,22.35,3.62,4.98,9.14,1.93,7.21,7.14,10.87,3.01,7.86,302,302.31
24/05/91,46.98,4.2,39.65,0,98.39,12.94,5.19,38.21,28.5,-254.67,21.2,3.56,5.05,8.28,2.42,5.86,7.24,9.64,3.87,5.78,306,306.38
25/05/91,47.38,6.38,41.44,0,98.53,13.62,6.04,39.8,30.31,-256.08,23.08,1.99,2.76,4.12,0.84,3.28,3.75,5.91,1.12,4.79,178,175.75
26/05/91,47.07,6.6,42.21,0,98.52,14.06,6.16,39.57,30.96,-257.04,23.08,1.58,2.35,4.41,0.45,3.95,3.27,5.96,0.37,5.59,156.94,154.69
27/05/91,46.28,5.53,41.01,0,98.46,13.94,5.8,38.85,30.76,-257.63,22.19,2.01,2.73,5.46,0.27,5.19,4,7.99,0.43,7.56,164.75,166.44
28/05/91,46.26,6.95,40.31,0,98.45,16.56,6.41,37.8,29.21,-256.1,22.37,1.86,2.74,5.8,0.62,5.18,4.01,6.77,0.55,6.22,231.19,232.44
29/05/91,46.94,3.85,40.63,0,98.49,12.56,5.07,38.68,30.33,-256.55,21.26,2.24,3.21,5.54,1.98,3.56,4.5,8.24,2.16,6.08,167.31,165.56
30/05/91,46.15,5.32,41.38,0,98.52,13.94,5.68,38.65,29.73,-256.73,21.98,2.11,2.95,4.75,1.55,3.2,4.48,9.52,1.56,7.95,158.06,156.56
31/05/91,45.48,3.17,40.33,0.04,98.52,13.19,5.07,37.94,29.7,-257.38,20.55,1.88,2.72,4.3,0.53,3.77,3.95,8.27,0.71,7.56,188.25,187.81
01/06/91,44.99,10.05,40.73,0.26,98.52,20.88,8,37.56,30.05,-258.22,23.8,3.55,4.74,6.95,2.08,4.88,6.55,9.82,1.99,7.84,82.19,81.5
02/06/91,44.29,11.54,40.58,0,98.45,22.81,8.79,37.36,30.41,-259.27,24.45,3.27,4.39,7.47,2.26,5.21,6.08,10,2.27,7.73,84.75,85.31
03/06/91,43.9,11.37,40.62,0,98.43,21.75,8.54,37.45,30.06,-259.31,24.4,3.38,4.53,7.34,2.13,5.2,6.29,9.25,2.62,6.63,97.38,97.69
04/06/91,44.1,15.99,41.17,0,98.55,27.81,11.6,38.16,31.43,-260.48,27.08,4.59,6,8.64,3.68,4.95,7.68,10.05,4.53,5.52,94.25,95.12
05/06/91,44.32,17.28,42.33,0,98.59,29.38,12.51,38.76,32.75,-261.57,28.01,4.1,5.33,7.7,3.69,4.02,6.77,9.65,3.88,5.77,106.44,107.25
06/06/91,44.06,18.05,41.8,0.33,98.55,30.81,13.18,38.6,33.1,-262.19,28.32,3.83,4.99,6.48,3.19,3.3,6.64,7.6,5.48,2.12,105,105.12
07/06/91,43.6,19.23,41.89,1.5,98.38,34.62,14.22,38.1,32.24,-261.79,28.66,3.43,4.42,6.59,2.68,3.91,5.55,8.02,4.15,3.88,140.75,140.06
08/06/91,38.14,22.36,36.58,3.58,98.36,50.62,17.27,34.29,30.57,-265.58,28.32,3.41,4.35,6.37,2.59,3.78,5,6.82,2.77,4.05,160.38,159.5
09/06/91,35.25,23.33,33.44,5.3,98.25,60.62,18.37,32.08,29.5,-267.4,27.71,2.8,3.59,4.93,2.34,2.59,4.33,5.36,2.95,2.41,130.25,129.81
10/06/91,32.25,24.48,30.81,5.87,98.29,72.31,19.65,30.06,27.86,-268.76,27.27,3.31,4.34,5.64,2.45,3.2,5.4,6.82,3.74,3.08,98.56,98.88
11/06/91,34.34,22.78,31.58,0.59,98.38,65.19,17.76,30.4,27.04,-265.85,26.59,3.3,4.33,6.52,1.62,4.9,5.53,8.17,3.26,4.91,96.25,96.38
12/06/91,33.48,23.82,31.21,32.45,98.33,68.25,18.92,30.4,27.99,-267.66,27.11,1.73,2.3,3.37,0.49,2.88,3.27,5.14,0.91,4.23,104.31,103.56
13/06/91,37.77,23.56,34.93,4.62,98.36,62.25,18.62,32.34,26.72,-262.1,27.95,2.39,3.12,4.31,1.61,2.71,4.27,6.53,2.98,3.55,69.06,68.44
14/06/91,40.41,22.43,37.62,0.28,98.46,52.69,17.4,34.49,28.15,-260.88,28.46,2.26,2.95,4.41,2.02,2.4,4.05,6.74,2.27,4.48,64.19,62.94
15/06/91,42.46,19.07,38.23,0.04,98.51,40.75,14.34,36.17,28.76,-259.45,27.62,2,2.61,4.57,0.33,4.24,3.5,6.57,0.59,5.98,252.06,267.5
16/06/91,43.96,16.15,37.65,0,98.22,32.5,11.84,36.79,29.05,-258.24,26.47,3.01,4.25,7.52,1.79,5.72,5.91,8.75,2.74,6,267.88,268.94
17/06/91,43.59,16.23,37.88,0,98.05,31,11.84,36.62,28.94,-258.49,26.43,4.34,5.85,9.55,3.32,6.22,8.41,11.37,7.08,4.3,255.62,256.25
18/06/91,41.9,18.61,37.72,0.14,97.99,36.44,13.73,36.26,30.73,-261.99,27.44,3.84,5.15,8.41,2.51,5.91,7.23,10.38,5.12,5.26,248.12,248
19/06/91,39.79,20.44,37.87,1.6,98.09,42.31,15.38,35.53,30.63,-263.99,27.98,2.95,3.91,7.24,1.28,5.96,5.25,10.04,1.42,8.62,237.75,238.12
20/06/91,40.63,19.9,38.26,0.11,98.44,42.19,14.83,35.4,28.99,-261.5,27.65,1.66,2.22,6.2,0.88,5.33,2.93,7.57,1.1,6.47,164.31,163.69
21/06/91,42.81,18.31,39.37,0.5,98.64,35.12,13.43,37.11,30.58,-260.92,27.71,1.44,2.01,3.39,0.95,2.43,2.95,5.56,1.16,4.4,314.88,314.62
22/06/91,43.26,15.8,37.37,0.45,98.62,32.12,11.47,36.14,29.27,-259.17,25.97,3.59,4.94,9.06,1.5,7.56,7.16,10.66,2.51,8.16,313.5,313.94
23/06/91,43.71,13.42,36.8,0,98.37,28.69,9.89,35.84,28.11,-257.55,24.63,4.3,5.98,9.98,3.38,6.61,8.82,11.87,5.58,6.29,306.56,306.56
24/06/91,44.4,12.87,37.11,0,98.09,27,9.52,36.19,27.81,-256.56,24.54,3.44,4.91,8.7,2.75,5.95,7.3,10.29,3.92,6.37,310.88,310.94
25/06/91,45.13,14.02,38.39,0,98.09,27.62,10.31,37.28,30.05,-258.07,25.65,2.94,4.22,7.99,1.66,6.34,5.89,9.38,2.82,6.56,302.88,303
26/06/91,44.33,13.12,39.08,0,98.22,25.25,9.7,37.57,29.58,-258.39,25.35,1.58,2.2,3.77,0.53,3.24,3.2,5.27,0.81,4.45,248.12,262.19
27/06/91,43.67,13.52,38.05,0,98.33,27.44,9.95,36.43,29.9,-259.39,24.98,1.73,2.55,3.47,1.4,2.07,3.8,7.32,2.27,5.05,122.88,121.19
28/06/91,43.48,17.2,39.22,0,98.41,34.38,12.57,36.48,28.42,-258.09,26.84,2.15,3,4.59,1.4,3.19,4.7,7.66,1.34,6.31,108.19,107.44
29/06/91,43.61,18.98,40.98,0.03,98.41,35.44,14.04,37.69,31.3,-260.85,28.33,1.96,2.71,4.64,1,3.64,3.98,7.48,0.95,6.53,96.12,94.44
30/06/91,43.06,20.58,39.76,1.38,98.38,39.31,15.5,37.31,32.11,-262.2,28.95,3.27,4.32,5.41,2.11,3.3,5.49,7.65,2.05,5.6,99.81,98.62
01/07/91,41.21,21.86,38.8,3.32,98.47,45.38,16.78,36.05,31.48,-263.42,28.96,2.35,3.09,4.87,1.03,3.84,3.91,6.73,0.97,5.77,90.06,88.5
02/07/91,44.8,19.08,39.58,0.27,98.19,37.5,14.47,37.9,30.83,-259.19,28.48,3.15,4.31,7.66,1.83,5.83,5.76,9.06,3.3,5.77,256.75,256.94
03/07/91,44.87,16.16,40.29,0.04,98.07,27.31,11.78,39.11,34.08,-262.37,27.63,3.88,5.38,9.62,1.05,8.56,7.38,11.43,1.87,9.56,285.06,285.44
04/07/91,44.11,16.82,39.55,0.64,98.15,30.62,12.39,38,32.9,-261.95,27.4,2.25,3.12,6.15,0.6,5.55,4.24,7.06,1.01,6.06,239.12,239.31
05/07/91,44.8,16.55,40.62,0.63,98.17,27.56,12.08,39.26,34.31,-262.66,27.9,3.4,4.7,8.45,1.66,6.79,6.67,10.28,3.26,7.02,269.5,270.44
06/07/91,43.94,18.02,39.23,0.63,98.18,32.06,13.24,38.17,33.6,-262.81,28.09,2.16,2.95,5.18,0.7,4.48,4.2,6.11,1.18,4.93,237.44,237.62
07/07/91,44.23,18.14,40.74,1.03,98.1,32.69,13.49,38.54,32.88,-261.8,28.34,1.71,2.33,5.83,0.53,5.3,3.21,7.62,0.84,6.77,191.12,189
08/07/91,43.27,21.01,40.4,1.36,98.18,40.38,15.99,37.57,31.91,-261.79,29.29,3.27,4.31,6.14,2.3,3.84,5.19,8.11,2.17,5.95,114.75,114.31
09/07/91,43.61,21.09,40.6,0.46,98.26,40.75,16.05,37.52,31.92,-261.46,29.3,3.31,4.38,6.85,1.8,5.05,5.14,8.53,1.57,6.96,113.88,114.69
10/07/91,42.84,21.32,40.15,0.33,98.4,42.38,16.24,36.98,31.35,-261.66,29.15,3.34,4.38,6.31,2.88,3.43,5.2,7.98,2.94,5.04,81.5,81.12
11/07/91,42.59,21.33,40.24,0.5,98.43,41.44,16.24,37.19,32.31,-262.87,29.26,2.99,3.92,5.36,1.44,3.92,4.7,6.92,1.45,5.48,99.44,99.19
12/07/91,37.01,23.74,35.42,17.35,98.4,56.69,18.8,33.74,29.92,-266.06,28.74,2.56,3.41,5.04,1.94,3.11,4.43,7.03,2.02,5.02,101.62,102.94
13/07/91,36.33,24.53,33.67,14.75,98.27,63.44,19.71,32.59,28.27,-265.09,28.56,2.11,2.89,4.44,1.8,2.63,4.03,6.38,2.91,3.46,110.69,111.5
14/07/91,40.66,23.05,37.71,1.49,98.18,51.38,18.07,35.26,30.13,-262.62,29.15,1.53,2.14,4.24,0.65,3.59,3.06,6.19,0.65,5.53,157.25,156.94
15/07/91,40.46,22.44,37.54,6.86,98.19,48.56,17.4,35.54,30.9,-263.59,28.99,1.61,2.28,4.59,0.52,4.08,3.61,7.72,0.46,7.26,178.56,176.31
16/07/91,36.99,22.86,34.84,2.41,98.4,54.56,17.82,33.51,30.01,-266.17,28.19,2.15,2.97,4.33,1.91,2.42,4.09,6.76,2.69,4.07,111.94,112.56
17/07/91,41.02,22.17,37.13,0.04,98.28,48.94,17.09,35.05,29.83,-261.96,28.61,3.26,4.41,5.73,2.12,3.59,5.95,7.16,4.66,2.49,88.5,88.44
18/07/91,38.34,23.3,35.36,0.47,98.3,55.56,18.31,33.6,29.98,-264.79,28.44,4.34,5.87,7.07,4.24,2.83,7.44,9.05,6.05,2.99,85.12,85.69
19/07/91,37.69,23.91,33.33,2.51,98.31,63.25,18.98,32.08,28.13,-263.59,28,4.74,6.45,7.23,4.96,2.27,8.05,9.46,6.64,2.82,70.06,70.69
20/07/91,35.03,24.68,32.07,5.38,98.1,68,19.96,31.42,28.48,-266.6,28.05,6.05,8.37,11.97,3.75,8.22,10.73,15.17,5.45,9.72,92,92.75
21/07/91,39.42,23.3,34.95,1.73,98.05,57.5,18.37,33.51,28.38,-262.11,28.4,4.4,6.02,8.42,3.83,4.59,7.77,10,5.51,4.49,91.81,92.19
22/07/91,38.61,22.98,35.64,1.61,98.1,54.88,18.01,33.77,29.3,-263.83,28.37,3.44,4.66,6.74,2.02,4.72,5.99,8.12,2.95,5.16,93.81,93.75
23/07/91,37.98,23,35.18,4.2,98.25,55.25,18.01,33.62,29.48,-264.66,28.31,1.96,2.66,4.65,0.19,4.46,3.51,5.31,0.29,5.02,81.75,81.19
24/07/91,37.3,23.57,33.84,2.65,98.25,60.56,18.62,32.55,28.09,-263.95,28.06,4.34,5.94,9.44,2.27,7.16,7.64,11.33,2.83,8.5,78.62,79.19
25/07/91,38.26,23.07,34.58,3.55,98.2,56.31,18.07,33.28,29.03,-263.92,28.17,4.3,5.94,8.3,3.45,4.86,7.86,9.93,5.68,4.26,103.06,103.44
26/07/91,38.05,23.31,34.98,2.06,98.23,57.44,18.31,33.25,29.09,-264.19,28.28,2.8,3.8,5.12,2.19,2.93,4.98,6.02,3.55,2.48,148.62,148.44
27/07/91,40.66,22.32,37.12,0.01,98.09,52,17.27,34.35,28.03,-260.51,28.33,2.37,3.2,5.38,1.41,3.96,4.06,7.26,1.39,5.87,214.25,214.62
28/07/91,40.94,23.27,38.04,0.77,98.01,50,18.31,35.83,30.33,-262.55,29.55,1.55,2.16,4.89,1.28,3.61,3.07,6.84,1.63,5.21,178.19,177.75
29/07/91,40.34,22.44,37.3,0.33,98.09,47.69,17.4,35.69,31.48,-264.3,29.07,4.27,5.91,9.09,1.36,7.73,7.8,12.29,2.89,9.4,88.31,88.31
30/07/91,39.15,22.96,35.49,0.93,98.06,54.12,18.01,33.98,29.66,-263.65,28.47,5.93,8.23,9.76,6.41,3.35,10.51,11.65,8.98,2.66,95.38,95.94
31/07/91,37.73,23.76,34.1,0.79,98.05,60.69,18.86,32.58,28.76,-264.18,28.17,4.8,6.62,8.6,4.38,4.22,8.25,10.23,5.77,4.45,144.81,145.5
01/08/91,35.98,24.12,33.48,0.38,98.17,64.12,19.29,32.06,28.18,-265.35,28.09,3.66,4.98,6.95,3.48,3.47,6.09,8.16,4.44,3.72,190.44,191.69
02/08/91,34.08,25.71,31.92,13.06,98.25,74,21.18,31.01,28.29,-267.36,28.36,2.37,3.24,4.66,1.71,2.95,4.12,5.81,1.95,3.87,196.75,197.81
03/08/91,34.02,25.76,31.17,10.43,98.43,77,21.18,30.44,27.78,-266.9,28.1,1.16,1.59,2.88,0.24,2.62,2.09,4.03,0.34,3.69,127.94,126.44
04/08/91,29.69,25.54,28.13,20.65,98.49,86.44,20.94,28.05,26.44,-269.91,26.8,2.88,4.08,6.16,1.19,4.98,5.41,8.2,1.65,6.55,203,204
05/08/91,29.37,25.02,26.78,87.87,98.41,89.31,20.32,26.94,25.5,-269.28,25.98,5.7,8.14,11.55,5.03,6.52,10.73,14.85,7.13,7.72,241.88,228.62
06/08/91,32.37,26.15,28.85,42.28,98.51,87,21.73,28.63,24.76,-265.54,27.4,2.48,3.52,5.02,1.82,3.2,4.98,7.09,3.59,3.5,103.56,89.5
07/08/91,32.9,26.76,29.78,5.81,98.5,85.25,22.52,29.63,27.08,-267.33,28.2,2.81,4.02,5.88,2.19,3.7,5.8,7.08,4.52,2.55,72.75,73.31
08/08/91,33.37,26.8,29.7,0.5,98.44,85.81,22.52,29.55,26.57,-266.35,28.17,2.49,3.58,4.85,2.03,2.81,5.29,5.84,4.45,1.38,95.12,95.69
09/08/91,33.01,26.37,30.15,1.45,98.41,82.5,21.97,29.84,26.48,-266.62,28.11,1.04,1.54,2.16,0.59,1.57,2.41,4.4,0.91,3.48,85.5,85.5
10/08/91,31.93,26.3,29.1,23.93,98.45,85.19,21.91,29.12,26.77,-267.99,27.71,1.19,1.86,3.07,0.88,2.2,3.12,5.3,1,4.3,264.56,266.12
11/08/91,32.66,25.97,28.98,3.27,98.46,84,21.48,29.08,26.28,-266.77,27.52,2.29,3.38,5.6,2,3.6,5.23,8.22,3.88,4.34,267.12,267.94
12/08/91,34.15,25.37,29.76,0.39,98.43,77.44,20.75,29.97,25.42,-264.42,27.67,2.21,3.13,5.77,0.21,5.55,4.27,8.38,0.36,8.02,304,304.75
13/08/91,35.67,22.8,30.28,0.15,98.37,62.5,17.76,31.19,26.61,-264.09,27,1.09,1.63,3.59,0.15,3.45,2.27,4.43,0.38,4.05,201.31,202.12
14/08/91,34.15,25.44,30.31,0.02,98.46,75.38,20.81,30.48,26.58,-265.58,27.96,1.34,2.14,3.34,1.52,1.81,3.25,4.95,2.21,2.73,102,100.75
15/08/91,33.17,26.47,29.87,4.52,98.52,83.69,22.09,29.67,26.95,-266.93,28.07,1.2,1.82,2.53,1.16,1.37,2.99,5.09,1.37,3.72,127.5,126.94
16/08/91,32.14,25.72,29.25,15.86,98.59,83.94,21.12,28.88,26.42,-267.42,27.3,1.01,1.56,2.54,0.02,2.52,2.84,5.42,0.06,5.35,127.62,128
17/08/91,31.09,26.05,27.95,33.68,98.66,90.25,21.55,27.84,25.68,-267.74,26.94,2.26,3.27,4.71,1.49,3.23,4.9,5.6,3.21,2.39,72.25,73
18/08/91,29.48,26.01,27.24,87.31,98.64,92.5,21.48,27.35,25.87,-269.53,26.69,2.16,3.17,4.66,2.05,2.62,4.92,5.84,4.27,1.58,59,59.81
19/08/91,32.29,26.44,28.85,22.45,98.53,87.44,22.03,28.82,26.15,-267.01,27.62,2.11,3.12,4.34,1.91,2.44,4.89,6.2,3.77,2.42,82.5,83.44
20/08/91,31.93,26.71,28.82,9.03,98.49,88.62,22.46,28.84,26.11,-267.34,27.77,1.84,2.76,4.13,1.74,2.39,4.38,5.57,3.25,2.32,105.69,106
21/08/91,31.87,26.74,29.12,7.89,98.59,86.19,22.46,29.36,26.8,-268.08,28.05,1.44,2.08,4.01,0.23,3.77,3.06,5.2,0.34,4.86,163.38,192.94
22/08/91,32.82,26.62,29.31,0.61,98.62,85.31,22.28,29.46,26.64,-266.97,28.04,1.89,2.87,4.29,1.09,3.2,4.55,7.46,1.87,5.6,80.94,81.31
23/08/91,30.99,25.05,27.33,0.64,98.45,86.56,20.32,27.54,25.22,-267.38,26.3,4.52,6.57,9.35,3.51,5.85,9.3,12.34,5.8,6.55,61.94,63.12
24/08/91,31.06,25.56,27.66,4.33,98.1,87.56,21,27.87,25.44,-267.53,26.72,5.23,7.58,8.82,6.04,2.78,10.34,11.45,8.77,2.68,79.12,80.69
25/08/91,31.07,25.96,27.68,17.7,97.92,89.5,21.61,27.88,25.51,-267.6,26.92,4.88,7.06,8.67,5.56,3.11,9.61,11.18,8.02,3.16,106.88,108.25
26/08/91,31.44,25.59,27.4,10.75,98.15,89.75,21.06,27.47,25.51,-267.22,26.53,4.23,6.11,6.95,4.93,2.02,8.23,9.45,5.91,3.54,170.06,171.38
27/08/91,28.96,25,26.37,7.19,98.6,91,20.2,26.6,25.23,-269.42,25.8,3.77,5.54,8.26,1.94,6.32,7.82,10.8,3.95,6.85,189.69,191.25
28/08/91,29.39,25.07,26.87,11.67,98.79,90.69,20.26,26.76,24.76,-268.53,25.92,1.34,2.04,3.88,0.85,3.04,3.22,4.74,1.59,3.16,131.62,131.69
29/08/91,29.97,25.88,27.23,17.74,98.78,91.75,21.3,27.37,25.29,-268.47,26.62,2.29,3.44,5.58,1.34,4.23,5.33,6.98,2.51,4.47,57.38,58
30/08/91,31.43,25.85,28.05,19.51,98.74,88.12,21.24,28.08,25.47,-267.19,26.97,3.25,4.75,7.07,2.52,4.55,7,8.91,5.35,3.56,84.88,85.56
31/08/91,31.26,25.73,27.78,8.83,98.77,88.12,21.12,27.94,24.94,-266.85,26.84,3.01,4.46,7.2,2.52,4.68,6.81,9.09,5.03,4.07,113.31,113.94
01/09/91,30.64,25.58,27.54,1.38,99.01,88.38,20.87,27.73,25.75,-268.26,26.66,1.68,2.55,3.89,1.04,2.85,3.86,6.53,1.63,4.91,162.38,162.75
02/09/91,31.49,25.86,28.25,35.76,98.98,87.94,21.24,28.12,25.09,-266.76,26.99,1.33,2.03,2.59,1.52,1.06,3.39,4.62,2.6,2.02,210.56,210.44
03/09/91,31.3,25.87,28.22,7.76,98.79,87.88,21.24,28.15,25.66,-267.52,27.01,1.51,2.29,2.82,1.64,1.18,3.84,5.45,2.63,2.82,229.56,230.06
04/09/91,29.72,26.31,27.4,17.7,98.9,93.25,21.79,27.51,25.76,-269.2,26.9,1.25,1.95,2.87,1.01,1.86,3.22,5.09,1.71,3.38,268.25,269.5
05/09/91,30.04,25.18,27.37,7.3,99.12,88.31,20.32,27.35,25.37,-268.48,26.26,1.04,1.67,2.62,0.85,1.77,2.64,3.48,1.45,2.03,55.75,56.06
06/09/91,27.58,24.75,25.89,19.23,98.98,92.69,19.84,26.01,24.55,-270.12,25.38,1.43,2.22,2.94,1.69,1.25,3.67,4.7,2.48,2.21,326.31,326.56
07/09/91,29.06,24.83,26.48,40.08,98.76,90.38,19.96,26.57,24.63,-268.72,25.69,1.1,1.73,2.7,0.74,1.95,2.84,4.66,0.91,3.74,246.19,246.56
08/09/91,32.38,25.51,28.08,60.6,98.81,86.19,20.81,28.17,24.84,-265.6,26.84,1.46,2.33,4.09,1.45,2.64,4.08,7.53,1.62,5.91,258.88,259.75
09/09/91,32.25,25.39,27.7,15.27,99.02,86.88,20.63,27.9,24.45,-265.35,26.65,2.34,3.57,4.52,2.16,2.37,5.54,7.42,4.27,3.14,271.31,271.75
10/09/91,31.28,24.65,27.19,0.93,99.16,85.69,19.65,27.37,24.11,-265.98,26.01,2.11,3.27,4.46,2.12,2.34,5.13,6.22,3.94,2.28,270.81,271.19
11/09/91,31.68,24.58,27.4,0.83,99.38,84.62,19.53,27.51,24.12,-265.6,26.05,1.74,2.73,3.96,2.21,1.75,4.62,5.63,3.05,2.58,275.94,276.44
12/09/91,31.37,24.24,27.19,3.93,99.4,84.12,19.17,27.3,23.28,-265.06,25.76,1.62,2.57,3.18,1.95,1.23,4.16,5.8,2.78,3.02,275.25,275.62
13/09/91,31.76,24.3,27.59,0.9,99.32,82.38,19.23,27.72,23.61,-265,26.01,1.27,2.01,2.89,1.4,1.48,3.2,5.17,1.95,3.22,287.75,288
14/09/91,31.75,24.88,28.02,4.46,99.23,84.25,19.96,27.92,24.3,-265.7,26.4,0.93,1.48,2.18,0.95,1.23,2.32,3.07,1.08,1.99,256.12,256.56
15/09/91,30.58,24.67,27.8,0.84,99.21,83.88,19.71,27.74,24.51,-267.09,26.2,1.17,1.68,3.16,0.29,2.86,2.37,4.2,0.41,3.78,71.25,71.69
16/09/91,31.24,24.96,27.98,4.49,99.19,84.56,20.08,27.87,24.74,-266.64,26.41,0.88,1.42,2.07,0.7,1.38,2.05,3.29,1.06,2.23,94.25,93.81
17/09/91,31.82,24.83,27.74,0.38,99.24,84.12,19.9,27.88,24.75,-266.08,26.36,1.41,2.31,3.95,1.31,2.63,3.59,5.64,1.51,4.13,247.94,248.31
18/09/91,31.9,24.28,27.08,0.01,99,84.56,19.29,27.26,23.62,-264.88,25.77,1.8,2.91,4.23,1.71,2.52,4.66,5.66,3.05,2.62,285.75,286.12
19/09/91,32.05,24.01,26.66,0.01,98.99,85.25,18.98,26.85,22.91,-264.02,25.43,2.2,3.39,4.66,2.39,2.27,5.67,6.82,3.95,2.87,283.38,283.75
20/09/91,32.12,23.21,26.5,0.83,99.16,82.56,18.07,26.62,21.78,-262.81,24.91,1.54,2.51,3.27,2.1,1.17,4.1,5.7,2.77,2.93,296.25,296.62
21/09/91,32.19,22.92,26.69,0,99.23,78.38,17.76,27.23,22.27,-263.24,25.07,1.23,2.01,2.95,1.47,1.48,2.9,3.84,1.72,2.12,324.56,324.81
22/09/91,32.03,21.47,26.3,0,99.14,72.5,16.24,27.12,22.41,-263.54,24.29,0.99,1.59,2.4,0.8,1.61,2.28,3.8,0.89,2.91,282.69,283
23/09/91,31.76,20.69,26.03,0.08,99.04,67.69,15.5,27.37,23.35,-264.74,24.03,0.89,1.34,2.29,0.48,1.81,1.85,3.9,0.66,3.23,215.75,215.81
